click_id,banner_id,campaign_id
111284,229,26
111285,306,3
111286,469,43
111287,368,24
111288,223,30
111289,374,36
111290,462,49
111291,486,33
111292,428,10
111293,123,7
111294,267,33
111295,400,10
111296,276,6
111297,497,29
111298,167,3
111299,478,5
111300,434,46
111301,461,20
111302,158,3
111303,100,16
111304,164,47
111305,237,43
111306,409,40
111307,136,48
111308,495,26
111309,371,29
111310,255,35
111311,360,46
111312,130,45
111313,153,42
111314,220,8
111315,122,21
111316,491,19
111317,178,30
111318,393,14
111319,197,16
111320,333,11
111321,385,35
111322,224,27
111323,176,48
111324,317,14
111325,191,42
111326,197,9
111327,302,23
111328,228,44
111329,420,4
111330,421,13
111331,446,23
111332,470,5
111333,468,32
111334,114,2
111335,291,32
111336,307,45
111337,217,8
111338,339,19
111339,433,47
111340,381,48
111341,315,38
111342,203,42
111343,455,42
111344,442,27
111345,170,6
111346,322,49
111347,386,5
111348,311,28
111349,313,19
111350,140,39
111351,339,30
111352,156,4
111353,428,36
111354,112,29
111355,133,47
111356,333,40
111357,298,10
111358,463,37
111359,300,47
111360,253,48
111361,319,28
111362,420,39
111363,128,43
111364,298,46
111365,244,39
111366,478,16
111367,236,27
111368,193,26
111369,241,33
111370,164,42
111371,357,1
111372,451,1
111373,496,18
111374,328,38
111375,426,49
111376,192,12
111377,166,47
111378,474,6
111379,455,5
111380,250,26
111381,241,7
111382,445,28
111383,474,30
111384,101,16
111385,157,39
111386,240,37
111387,239,6
111388,305,13
111389,416,49
111390,236,13
111391,496,36
111392,461,49
111393,352,38
111394,434,35
111395,281,32
111396,378,10
111397,211,30
111398,131,37
111399,413,14
111400,476,26
111401,154,23
111402,258,49
111403,222,30
111404,294,30
111405,419,19
111406,192,39
111407,371,5
111408,385,18
111409,475,7
111410,386,21
111411,485,47
111412,106,29
111413,341,4
111414,234,30
111415,177,20
111416,345,37
111417,134,11
111418,261,36
111419,350,49
111420,436,50
111421,283,13
111422,394,21
111423,469,46
111424,137,22
111425,105,50
111426,176,28
111427,260,37
111428,131,28
111429,465,15
111430,225,26
111431,386,50
111432,488,6
111433,460,12
111434,373,14
111435,297,21
111436,422,1
111437,147,50
111438,207,41
111439,487,45
111440,268,8
111441,403,1
111442,111,27
111443,337,6
111444,206,40
111445,228,10
111446,346,42
111447,237,37
111448,234,49
111449,188,21
111450,217,18
111451,411,8
111452,220,13
111453,373,31
111454,148,22
111455,177,45
111456,400,42
111457,121,19
111458,163,6
111459,151,22
111460,210,43
111461,166,9
111462,332,48
111463,235,14
111464,485,11
111465,365,13
111466,369,8
111467,380,22
111468,349,19
111469,264,45
111470,369,43
111471,150,47
111472,478,37
111473,471,22
111474,474,44
111475,348,33
111476,233,3
111477,100,35
111478,118,49
111479,370,48
111480,480,44
111481,295,20
111482,325,2
111483,399,20
111484,323,50
111485,283,42
111486,201,29
111487,298,39
111488,215,48
111489,475,11
111490,287,36
111491,242,44
111492,101,34
111493,361,22
111494,377,37
111495,414,16
111496,420,17
111497,122,50
111498,236,13
111499,197,48
111500,402,8
111501,162,47
111502,382,31
111503,103,27
111504,453,27
111505,324,44
111506,446,37
111507,308,8
111508,261,22
111509,139,38
111510,246,34
111511,240,26
111512,331,43
111513,363,39
111514,367,42
111515,265,12
111516,193,46
111517,136,3
111518,279,25
111519,206,9
111520,258,3
111521,208,42
111522,263,32
111523,177,35
111524,278,1
111525,451,14
111526,274,40
111527,444,40
111528,388,5
111529,258,41
111530,434,30
111531,201,37
111532,274,35
111533,191,30
111534,136,8
111535,356,46
111536,258,26
111537,163,2
111538,240,13
111539,134,37
111540,371,8
111541,329,39
111542,226,48
111543,339,20
111544,198,44
111545,429,15
111546,297,8
111547,360,19
111548,327,30
111549,191,25
111550,249,1
111551,352,30
111552,204,36
111553,281,16
111554,267,15
111555,216,21
111556,150,22
111557,395,28
111558,366,5
111559,437,17
111560,156,14
111561,182,42
111562,101,16
111563,190,6
111564,409,23
111565,360,8
111566,391,9
111567,159,17
111568,376,39
111569,191,11
111570,129,20
111571,262,18
111572,191,16
111573,396,6
111574,293,26
111575,247,5
111576,109,33
111577,193,29
111578,450,25
111579,378,11
111580,399,20
111581,254,5
111582,228,50
111583,220,8
111584,420,31
111585,271,15
111586,405,10
111587,214,36
111588,470,33
111589,469,37
111590,488,46
111591,486,24
111592,444,36
111593,279,32
111594,325,3
111595,131,45
111596,387,2
111597,159,4
111598,199,12
111599,239,31
111600,427,34
111601,189,12
111602,485,5
111603,314,6
111604,120,14
111605,323,9
111606,430,21
111607,212,35
111608,278,20
111609,474,44
111610,299,2
111611,277,23
111612,261,42
111613,446,43
111614,379,50
111615,306,1
111616,101,15
111617,459,18
111618,329,17
111619,216,40
111620,422,13
111621,374,50
111622,232,7
111623,196,15
111624,177,14
111625,228,27
111626,177,39
111627,208,19
111628,496,34
111629,257,32
111630,480,28
111631,471,12
111632,317,34
111633,212,49
111634,457,5
111635,265,41
111636,186,44
111637,280,21
111638,182,8
111639,348,29
111640,496,33
111641,428,11
111642,421,10
111643,293,25
111644,389,27
111645,149,39
111646,289,31
111647,406,31
111648,464,39
111649,299,27
111650,342,19
111651,478,35
111652,317,26
111653,475,11
111654,323,41
111655,393,4
111656,145,11
111657,161,34
111658,499,20
111659,207,17
111660,304,6
111661,167,10
111662,315,25
111663,195,39
111664,135,28
111665,174,14
111666,133,3
111667,348,41
111668,183,43
111669,127,45
111670,468,40
111671,150,27
111672,359,31
111673,367,16
111674,426,19
111675,290,40
111676,263,34
111677,260,40
111678,326,7
111679,485,14
111680,327,18
111681,251,45
111682,191,31
111683,204,20
111684,481,27
111685,226,38
111686,439,3
111687,481,10
111688,457,22
111689,476,9
111690,100,30
111691,420,36
111692,219,3
111693,451,12
111694,369,1
111695,372,50
111696,286,18
111697,416,33
111698,181,10
111699,387,17
111700,163,48
111701,293,33
111702,280,37
111703,412,34
111704,276,30
111705,436,6
111706,157,2
111707,209,42
111708,227,17
111709,127,48
111710,162,27
111711,106,5
111712,256,37
111713,410,44
111714,487,47
111715,217,44
111716,378,44
111717,478,12
111718,322,48
111719,384,25
111720,419,11
111721,234,44
111722,372,24
111723,458,11
111724,143,42
111725,203,35
111726,446,30
111727,188,50
111728,134,22
111729,358,2
111730,258,16
111731,184,32
111732,382,29
111733,463,34
111734,145,35
111735,151,36
111736,310,18
111737,398,48
111738,188,48
111739,198,31
111740,196,25
111741,304,12
111742,152,29
111743,296,33
111744,209,38
111745,468,10
111746,268,5
111747,327,19
111748,239,10
111749,260,34
111750,123,4
111751,199,11
111752,141,10
111753,298,21
111754,110,38
111755,407,3
111756,337,22
111757,355,9
111758,381,2
111759,195,15
111760,277,10
111761,279,50
111762,470,7
111763,158,11
111764,429,41
111765,358,49
111766,133,21
111767,110,34
111768,476,10
111769,489,17
111770,323,14
111771,398,41
111772,389,50
111773,280,45
111774,193,42
111775,180,50
111776,249,9
111777,131,30
111778,269,45
111779,445,17
111780,310,39
111781,124,10
111782,319,2
111783,113,32
111784,493,46
111785,303,20
111786,103,40
111787,142,28
111788,187,20
111789,103,34
111790,241,7
111791,482,18
111792,480,27
111793,430,21
111794,272,47
111795,376,8
111796,316,4
111797,357,17
111798,452,10
111799,489,10
111800,430,9
111801,464,46
111802,281,29
111803,474,31
111804,138,27
111805,402,49
111806,468,35
111807,263,37
111808,103,37
111809,318,18
111810,260,48
111811,428,28
111812,343,10
111813,480,28
111814,119,9
111815,387,18
111816,470,28
111817,341,36
111818,453,19
111819,312,43
111820,336,26
111821,122,7
111822,385,43
111823,118,48
111824,353,41
111825,368,33
111826,144,24
111827,234,48
111828,316,40
111829,233,28
111830,206,32
111831,433,28
111832,288,31
111833,479,29
111834,431,28
111835,275,10
111836,107,21
111837,232,23
111838,292,29
111839,227,7
111840,121,24
111841,254,28
111842,239,45
111843,282,22
111844,402,9
111845,472,3
111846,474,41
111847,401,8
111848,135,2
111849,366,36
111850,112,49
111851,292,6
111852,411,49
111853,306,42
111854,203,15
111855,298,20
111856,375,5
111857,101,13
111858,122,28
111859,470,46
111860,440,34
111861,365,21
111862,387,42
111863,436,17
111864,113,46
111865,180,7
111866,219,20
111867,260,13
111868,289,16
111869,395,35
111870,167,24
111871,301,33
111872,172,20
111873,195,19
111874,431,20
111875,465,44
111876,182,39
111877,304,45
111878,458,21
111879,126,17
111880,438,36
111881,119,49
111882,413,22
111883,258,46
111884,462,10
111885,458,40
111886,319,33
111887,466,36
111888,237,42
111889,321,17
111890,282,31
111891,202,16
111892,261,44
111893,114,35
111894,124,32
111895,490,18
111896,490,2
111897,367,9
111898,191,7
111899,204,6
111900,189,5
111901,384,34
111902,425,5
111903,381,6
111904,324,49
111905,387,27
111906,365,26
111907,351,29
111908,156,33
111909,272,21
111910,465,41
111911,403,32
111912,225,22
111913,115,4
111914,285,2
111915,421,49
111916,399,46
111917,286,44
111918,473,14
111919,389,3
111920,264,7
111921,169,42
111922,145,29
111923,199,23
111924,221,35
111925,242,31
111926,130,37
111927,477,36
111928,406,34
111929,474,5
111930,163,2
111931,421,32
111932,385,2
111933,279,2
111934,469,18
111935,242,5
111936,255,29
111937,105,14
111938,173,41
111939,250,14
111940,282,10
111941,344,15
111942,498,20
111943,321,44
111944,245,28
111945,199,10
111946,281,30
111947,444,16
111948,258,45
111949,278,28
111950,373,3
111951,308,23
111952,462,49
111953,210,25
111954,464,7
111955,485,22
111956,270,29
111957,415,4
111958,169,28
111959,466,49
111960,381,26
111961,175,41
111962,379,2
111963,467,31
111964,382,43
111965,463,18
111966,170,34
111967,212,46
111968,485,16
111969,178,22
111970,292,48
111971,122,13
111972,360,37
111973,400,1
111974,149,36
111975,348,36
111976,169,15
111977,110,31
111978,121,29
111979,400,15
111980,380,3
111981,153,11
111982,215,47
111983,303,24
111984,407,35
111985,445,16
111986,231,5
111987,416,20
111988,279,46
111989,237,3
111990,367,2
111991,357,31
111992,483,33
111993,197,43
111994,425,26
111995,248,45
111996,193,19
111997,109,10
111998,235,37
111999,174,42
112000,152,43
112001,382,15
112002,310,49
112003,234,1
112004,100,25
112005,320,3
112006,290,40
112007,457,13
112008,335,48
112009,284,50
112010,238,16
112011,485,17
112012,129,18
112013,356,38
112014,401,35
112015,349,23
112016,445,11
112017,352,27
112018,158,10
112019,311,43
112020,279,17
112021,392,18
112022,282,36
112023,488,47
112024,287,42
112025,400,37
112026,131,21
112027,464,45
112028,159,19
112029,478,7
112030,378,9
112031,368,45
112032,144,25
112033,105,28
112034,148,19
112035,309,25
112036,173,6
112037,253,45
112038,324,42
112039,231,1
112040,371,32
112041,208,19
112042,185,45
112043,142,14
112044,408,4
112045,476,30
112046,128,11
112047,179,30
112048,123,50
112049,307,36
112050,238,47
112051,126,2
112052,133,11
112053,365,2
112054,190,9
112055,111,8
112056,442,29
112057,117,29
112058,392,49
112059,447,22
112060,185,36
112061,122,4
112062,281,50
112063,403,41
112064,367,14
112065,423,30
112066,204,19
112067,386,32
112068,433,27
112069,343,40
112070,102,23
112071,198,33
112072,176,6
112073,231,41
112074,413,44
112075,419,29
112076,197,48
112077,446,8
112078,254,44
112079,279,3
112080,159,1
112081,424,2
112082,238,30
112083,278,45
112084,149,14
112085,401,25
112086,179,11
112087,305,35
112088,120,14
112089,329,7
112090,425,46
112091,409,49
112092,426,2
112093,496,15
112094,193,27
112095,399,15
112096,178,33
112097,254,21
112098,400,26
112099,475,11
112100,321,2
112101,300,6
112102,282,33
112103,219,27
112104,492,46
112105,210,24
112106,186,28
112107,271,11
112108,345,4
112109,446,46
112110,140,45
112111,131,27
112112,207,34
112113,277,24
112114,478,17
112115,188,22
112116,382,23
112117,380,11
112118,260,1
112119,488,6
112120,482,26
112121,396,35
112122,244,31
112123,103,19
112124,201,18
112125,125,26
112126,483,38
112127,264,32
112128,164,42
112129,484,43
112130,452,50
112131,345,39
112132,387,22
112133,395,47
112134,359,27
112135,411,27
112136,325,34
112137,158,48
112138,258,1
112139,122,34
112140,297,40
112141,123,5
112142,242,21
112143,153,13
112144,476,29
112145,150,4
112146,184,1
112147,203,39
112148,357,13
112149,187,49
112150,189,16
112151,291,40
112152,224,7
112153,366,20
112154,178,29
112155,449,11
112156,435,23
112157,154,48
112158,326,29
112159,198,48
112160,209,17
112161,344,1
112162,482,30
112163,166,38
112164,335,11
112165,100,12
112166,283,46
112167,184,34
112168,451,2
112169,283,38
112170,198,31
112171,116,31
112172,291,43
112173,313,45
112174,131,38
112175,127,37
112176,190,33
112177,368,32
112178,478,20
112179,145,29
112180,256,34
112181,456,29
112182,341,17
112183,497,37
112184,318,32
112185,421,26
112186,109,50
112187,395,4
112188,350,47
112189,108,33
112190,180,22
112191,459,43
112192,421,18
112193,468,50
112194,489,38
112195,186,29
112196,169,26
112197,354,31
112198,407,37
112199,435,29
112200,180,9
112201,300,40
112202,293,46
112203,415,44
112204,200,6
112205,166,6
112206,415,14
112207,426,7
112208,277,34
112209,462,44
112210,294,19
112211,137,37
112212,497,34
112213,226,43
112214,128,27
112215,165,47
112216,257,32
112217,117,27
112218,300,35
112219,240,36
112220,254,17
112221,181,13
112222,158,44
112223,116,34
112224,323,37
112225,207,50
112226,222,39
112227,296,7
112228,211,19
112229,143,14
112230,417,45
112231,482,43
112232,153,6
112233,303,15
112234,192,16
112235,374,39
112236,143,43
112237,439,29
112238,218,45
112239,185,14
112240,126,26
112241,244,23
112242,120,17
112243,130,37
112244,311,15
112245,488,2
112246,341,18
112247,418,39
112248,125,10
112249,366,39
112250,455,4
112251,345,45
112252,371,27
112253,256,10
112254,117,34
112255,247,4
112256,288,38
112257,499,16
112258,182,1
112259,486,48
112260,258,45
112261,335,33
112262,132,16
112263,125,36
112264,242,28
112265,388,42
112266,152,21
112267,116,49
112268,214,31
112269,425,36
112270,283,5
112271,119,14
112272,105,44
112273,346,31
112274,362,39
112275,335,22
112276,144,23
112277,368,14
112278,304,10
112279,473,47
112280,284,45
112281,345,39
112282,391,39
112283,131,47
112284,400,41
112285,247,32
112286,203,32
112287,476,45
112288,465,36
112289,497,31
112290,113,44
112291,420,38
112292,293,19
112293,383,31
112294,413,17
112295,268,13
112296,278,38
112297,238,28
112298,378,7
112299,318,39
112300,379,4
112301,389,50
112302,210,9
112303,308,27
112304,376,32
112305,183,15
112306,402,48
112307,197,50
112308,344,14
112309,432,27
112310,492,21
112311,293,36
112312,465,13
112313,258,11
112314,187,39
112315,245,2
112316,258,17
112317,124,49
112318,405,8
112319,377,19
112320,218,37
112321,376,27
112322,291,23
112323,167,35
112324,442,26
112325,228,23
112326,118,48
112327,140,8
112328,303,14
112329,339,46
112330,288,3
112331,233,28
112332,355,44
112333,215,21
112334,149,20
112335,112,41
112336,301,23
112337,229,12
112338,109,16
112339,153,23
112340,183,32
112341,468,34
112342,162,37
112343,412,50
112344,151,27
112345,414,15
112346,345,12
112347,354,40
112348,235,28
112349,345,34
112350,173,7
112351,462,19
112352,255,48
112353,128,5
112354,243,27
112355,156,6
112356,210,46
112357,329,33
112358,426,47
112359,197,26
112360,420,47
112361,307,33
112362,324,13
112363,380,4
112364,456,32
112365,394,41
112366,192,40
112367,115,23
112368,215,19
112369,200,5
112370,161,38
112371,117,20
112372,477,25
112373,329,45
112374,377,14
112375,246,32
112376,340,23
112377,143,37
112378,359,8
112379,206,44
112380,247,16
112381,128,28
112382,255,13
112383,434,41
112384,103,33
112385,121,14
112386,463,8
112387,271,20
112388,359,23
112389,222,42
112390,196,20
112391,203,30
112392,142,14
112393,383,5
112394,229,49
112395,153,18
112396,303,47
112397,399,50
112398,479,45
112399,244,34
112400,484,35
112401,132,1
112402,476,2
112403,226,7
112404,183,17
112405,408,10
112406,121,14
112407,237,6
112408,404,9
112409,385,20
112410,269,21
112411,497,4
112412,421,25
112413,289,43
112414,470,1
112415,328,34
112416,399,16
112417,362,40
112418,317,11
112419,272,14
112420,242,16
112421,311,43
112422,266,19
112423,458,33
112424,219,46
112425,409,50
112426,260,18
112427,353,24
112428,373,8
112429,237,4
112430,366,35
112431,315,15
112432,240,44
112433,182,24
112434,265,22
112435,395,25
112436,361,26
112437,368,10
112438,101,10
112439,126,26
112440,303,50
112441,438,34
112442,379,23
112443,355,11
112444,308,8
112445,261,45
112446,295,22
112447,444,13
112448,137,26
112449,453,30
112450,466,25
112451,479,27
112452,389,10
112453,340,16
112454,167,8
112455,357,48
112456,313,16
112457,392,5
112458,143,1
112459,423,17
112460,142,48
112461,275,14
112462,359,4
112463,335,25
112464,343,35
112465,388,6
112466,405,26
112467,347,33
112468,252,34
112469,362,12
112470,311,1
112471,218,17
112472,194,34
112473,486,41
112474,103,30
112475,444,20
112476,340,38
112477,499,42
112478,164,30
112479,266,29
112480,422,44
112481,223,33
112482,399,20
112483,139,43
112484,431,33
112485,129,15
112486,358,35
112487,386,21
112488,373,2
112489,147,8
112490,420,50
112491,418,25
112492,203,8
112493,121,3
112494,182,36
112495,127,12
112496,249,15
112497,404,38
112498,136,24
112499,296,34
112500,233,46
112501,307,35
112502,131,43
112503,473,42
112504,414,49
112505,448,24
112506,382,44
112507,494,37
112508,226,17
112509,393,12
112510,253,22
112511,332,20
112512,292,6
112513,227,1
112514,169,34
112515,137,42
112516,419,42
112517,234,17
112518,350,43
112519,395,49
112520,453,21
112521,149,27
112522,138,17
112523,191,27
112524,337,21
112525,125,22
112526,226,46
112527,364,26
112528,429,39
112529,179,17
112530,180,6
112531,334,18
112532,302,25
112533,329,34
112534,398,39
112535,216,39
112536,184,21
112537,357,8
112538,204,4
112539,250,16
112540,273,17
112541,488,40
112542,308,40
112543,124,32
112544,268,14
112545,435,50
112546,438,26
112547,269,20
112548,326,14
112549,302,43
112550,456,39
112551,414,27
112552,277,14
112553,164,42
112554,160,35
112555,491,32
112556,244,16
112557,450,36
112558,479,34
112559,120,44
112560,326,1
112561,443,39
112562,190,16
112563,220,16
112564,140,13
112565,428,3
112566,498,16
112567,481,37
112568,432,9
112569,394,12
112570,445,45
112571,323,44
112572,419,49
112573,407,2
112574,183,4
112575,314,20
112576,413,17
112577,299,32
112578,427,33
112579,394,14
112580,252,13
112581,239,7
112582,236,3
112583,269,32
112584,329,18
112585,337,46
112586,257,23
112587,291,22
112588,434,43
112589,361,34
112590,462,36
112591,384,15
112592,339,41
112593,246,3
112594,159,38
112595,320,46
112596,209,50
112597,158,41
112598,294,34
112599,355,39
112600,119,5
112601,233,41
112602,426,48
112603,316,45
112604,392,21
112605,246,37
112606,207,30
112607,277,35
112608,321,3
112609,479,50
112610,413,16
112611,376,10
112612,232,40
112613,194,43
112614,201,33
112615,447,24
112616,352,7
112617,111,31
112618,322,1
112619,211,42
112620,430,10
112621,424,22
112622,439,7
112623,190,11
112624,475,13
112625,367,7
112626,444,24
112627,283,49
112628,200,9
112629,166,31
112630,345,13
112631,257,17
112632,372,32
112633,167,24
112634,411,36
112635,236,4
112636,149,23
112637,451,45
112638,378,46
112639,204,34
112640,169,13
112641,405,8
112642,333,20
112643,352,40
112644,159,16
112645,430,46
112646,176,10
112647,180,27
112648,153,47
112649,281,34
112650,325,13
112651,482,4
112652,247,13
112653,103,24
112654,122,13
112655,249,22
112656,172,27
112657,203,46
112658,499,1
112659,454,37
112660,236,33
112661,107,15
112662,251,3
112663,456,26
112664,461,50
112665,454,44
112666,183,38
112667,354,49
112668,126,49
112669,437,28
112670,143,10
112671,141,39
112672,468,38
112673,393,5
112674,225,23
112675,397,29
112676,152,27
112677,155,20
112678,382,17
112679,264,22
112680,500,22
112681,219,1
112682,142,21
112683,444,18
112684,412,33
112685,458,1
112686,413,22
112687,161,22
112688,448,26
112689,319,45
112690,454,20
112691,356,4
112692,208,15
112693,417,3
112694,373,28
112695,434,8
112696,171,24
112697,250,30
112698,375,22
112699,378,11
112700,270,43
112701,217,20
112702,444,38
112703,338,12
112704,451,25
112705,347,27
112706,163,2
112707,250,31
112708,412,17
112709,195,24
112710,342,25
112711,484,43
112712,496,43
112713,112,4
112714,499,38
112715,220,30
112716,497,1
112717,249,32
112718,101,4
112719,282,2
112720,296,34
112721,303,29
112722,465,48
112723,317,37
112724,263,38
112725,349,11
112726,391,45
112727,145,37
112728,381,29
112729,163,28
112730,443,19
112731,492,23
112732,497,11
112733,142,10
112734,160,7
112735,204,12
112736,369,31
112737,140,49
112738,454,47
112739,350,26
112740,224,31
112741,163,21
112742,349,24
112743,338,39
112744,458,33
112745,154,29
112746,361,45
112747,475,40
112748,410,26
112749,147,49
112750,170,34
112751,115,6
112752,335,2
112753,440,49
112754,317,27
112755,329,11
112756,419,48
112757,348,36
112758,120,27
112759,463,8
112760,131,45
112761,170,4
112762,439,1
112763,325,30
112764,194,13
112765,219,19
112766,284,23
112767,164,21
112768,424,49
112769,465,29
112770,306,31
112771,189,8
112772,466,12
112773,413,42
112774,287,14
112775,473,43
112776,375,42
112777,338,13
112778,333,36
112779,261,20
112780,144,20
112781,409,13
112782,388,41
112783,294,44
112784,294,46
112785,270,41
112786,275,40
112787,377,4
112788,449,44
112789,185,44
112790,252,13
112791,121,27
112792,132,4
112793,413,45
112794,238,1
112795,362,22
112796,352,44
112797,341,49
112798,210,32
112799,221,45
112800,198,12
112801,247,19
112802,221,29
112803,223,31
112804,283,5
112805,480,31
112806,197,15
112807,126,43
112808,466,27
112809,129,10
112810,109,21
112811,264,9
112812,346,8
112813,263,21
112814,488,22
112815,379,25
112816,374,11
112817,148,23
112818,177,10
112819,165,27
112820,289,36
112821,417,11
112822,237,26
112823,404,8
112824,358,50
112825,416,12
112826,169,33
112827,286,43
112828,381,14
112829,350,15
112830,444,4
112831,234,25
112832,139,23
112833,290,39
112834,446,49
112835,130,7
112836,338,20
112837,217,42
112838,384,49
112839,463,2
112840,320,7
112841,212,20
112842,144,6
112843,488,44
112844,336,44
112845,105,37
112846,123,30
112847,464,20
112848,341,37
112849,313,31
112850,231,29
112851,121,18
112852,449,13
112853,243,27
112854,403,29
112855,174,33
112856,445,31
112857,479,20
112858,268,46
112859,489,16
112860,455,36
112861,326,38
112862,177,42
112863,385,10
112864,417,19
112865,409,47
112866,438,12
112867,223,46
112868,221,8
112869,228,47
112870,439,30
112871,290,2
112872,454,14
112873,415,25
112874,430,27
112875,385,5
112876,500,25
112877,168,8
112878,483,26
112879,460,25
112880,398,46
112881,322,36
112882,334,24
112883,296,20
112884,383,15
112885,147,42
112886,167,4
112887,141,41
112888,453,5
112889,154,8
112890,354,6
112891,493,12
112892,244,8
112893,321,27
112894,492,11
112895,295,22
112896,124,33
112897,154,14
112898,232,50
112899,261,35
112900,352,7
112901,354,32
112902,341,8
112903,394,44
112904,234,50
112905,157,48
112906,262,24
112907,137,8
112908,113,28
112909,479,34
112910,173,11
112911,453,7
112912,150,20
112913,417,12
112914,291,3
112915,371,13
112916,300,14
112917,190,7
112918,338,50
112919,172,32
112920,248,36
112921,221,12
112922,195,14
112923,296,11
112924,376,44
112925,325,1
112926,392,45
112927,151,15
112928,213,35
112929,309,19
112930,407,39
112931,359,1
112932,375,26
112933,347,29
112934,143,11
112935,204,2
112936,353,26
112937,226,12
112938,393,21
112939,242,45
112940,494,14
112941,353,11
112942,173,19
112943,106,38
112944,348,3
112945,291,30
112946,276,19
112947,437,22
112948,101,9
112949,388,24
112950,300,41
112951,450,6
112952,412,45
112953,221,26
112954,154,43
112955,130,7
112956,295,21
112957,361,13
112958,336,46
112959,353,20
112960,125,11
112961,272,30
112962,205,9
112963,472,3
112964,303,12
112965,307,22
112966,488,44
112967,174,29
112968,474,27
112969,241,23
112970,104,46
112971,159,22
112972,142,36
112973,362,21
112974,482,44
112975,253,12
112976,414,22
112977,153,9
112978,140,37
112979,239,18
112980,198,26
112981,361,31
112982,292,40
112983,297,28
112984,336,5
112985,404,45
112986,400,37
112987,122,18
112988,335,24
112989,441,23
112990,210,18
112991,360,39
112992,418,39
112993,494,50
112994,189,13
112995,494,14
112996,186,5
112997,192,38
112998,499,5
112999,185,27
113000,340,9
113001,234,10
113002,202,10
113003,403,33
113004,351,3
113005,467,4
113006,341,44
113007,421,13
113008,489,5
113009,434,40
113010,300,10
113011,448,3
113012,392,43
113013,303,6
113014,456,41
113015,398,2
113016,279,20
113017,260,46
113018,282,21
113019,300,1
113020,190,37
113021,448,38
113022,229,25
113023,479,23
113024,349,47
113025,320,4
113026,282,36
113027,288,21
113028,129,34
113029,155,34
113030,123,38
113031,107,14
113032,373,39
113033,484,2
113034,131,4
113035,334,43
113036,222,25
113037,136,13
113038,499,19
113039,411,9
113040,238,12
113041,222,16
113042,280,30
113043,500,44
113044,458,23
113045,170,34
113046,136,20
113047,165,29
113048,470,48
113049,109,19
113050,489,15
113051,462,2
113052,211,35
113053,451,4
113054,249,29
113055,389,26
113056,194,40
113057,160,34
113058,295,47
113059,256,48
113060,436,45
113061,267,49
113062,463,49
113063,309,21
113064,355,11
113065,168,25
113066,265,36
113067,157,45
113068,157,18
113069,285,30
113070,495,48
113071,409,14
113072,133,41
113073,231,40
113074,208,17
113075,461,16
113076,375,49
113077,442,41
113078,162,46
113079,492,15
113080,253,42
113081,286,30
113082,233,40
113083,155,24
113084,366,18
113085,218,10
113086,266,42
113087,437,20
113088,200,35
113089,166,27
113090,136,27
113091,209,7
113092,231,22
113093,125,29
113094,159,49
113095,160,20
113096,337,29
113097,103,24
113098,253,9
113099,451,1
113100,401,10
113101,368,2
113102,405,41
113103,477,19
113104,317,41
113105,132,30
113106,263,42
113107,324,31
113108,277,43
113109,199,45
113110,175,23
113111,369,1
113112,298,40
113113,326,1
113114,341,24
113115,100,21
113116,469,3
113117,469,9
113118,113,18
113119,167,29
113120,297,3
113121,493,8
113122,218,24
113123,484,11
113124,369,8
113125,323,12
113126,292,21
113127,465,11
113128,313,29
113129,479,5
113130,154,3
113131,368,17
113132,210,43
113133,446,36
113134,396,47
113135,259,9
113136,285,33
113137,132,42
113138,241,26
113139,439,20
113140,393,34
113141,164,6
113142,411,49
113143,163,33
113144,442,25
113145,358,20
113146,377,8
113147,294,9
113148,498,3
113149,415,3
113150,366,37
113151,483,47
113152,391,20
113153,113,43
113154,130,24
113155,324,2
113156,264,25
113157,369,16
113158,238,34
113159,183,48
113160,134,22
113161,353,27
113162,268,28
113163,485,46
113164,402,28
113165,425,28
113166,291,5
113167,297,9
113168,495,47
113169,407,47
113170,358,19
113171,445,5
113172,315,6
113173,382,22
113174,279,39
113175,181,48
113176,452,13
113177,232,49
113178,258,46
113179,174,21
113180,356,27
113181,498,14
113182,137,18
113183,485,10
113184,253,17
113185,497,42
113186,396,39
113187,105,28
113188,357,5
113189,352,23
113190,483,11
113191,378,27
113192,459,36
113193,115,29
113194,385,27
113195,495,13
113196,270,2
113197,480,9
113198,109,30
113199,430,17
113200,497,44
113201,371,17
113202,225,37
113203,270,42
113204,354,35
113205,270,3
113206,141,36
113207,136,27
113208,277,48
113209,264,31
113210,129,30
113211,342,36
113212,140,28
113213,142,36
113214,262,39
113215,138,42
113216,384,11
113217,319,2
113218,333,37
113219,200,41
113220,385,32
113221,148,6
113222,362,12
113223,355,22
113224,132,23
113225,423,11
113226,489,1
113227,321,12
113228,489,38
113229,482,21
113230,330,29
113231,159,50
113232,487,5
113233,365,44
113234,115,41
113235,220,41
113236,106,46
113237,149,11
113238,359,23
113239,361,28
113240,372,22
113241,451,31
113242,287,44
113243,357,50
113244,157,39
113245,110,4
113246,418,7
113247,351,11
113248,151,31
113249,500,16
113250,223,19
113251,154,12
113252,351,25
113253,345,22
113254,120,37
113255,145,46
113256,128,3
113257,336,30
113258,446,39
113259,241,45
113260,100,11
113261,119,25
113262,127,38
113263,135,16
113264,382,48
113265,266,17
113266,148,10
113267,305,14
113268,113,21
113269,276,12
113270,263,38
113271,173,30
113272,139,20
113273,422,25
113274,382,18
113275,110,34
113276,481,19
113277,354,7
113278,499,26
113279,469,44
113280,409,16
