conversion_id,click_id,revenue
3270,110226,0.625234
3271,110228,1.010785
3272,110249,0.545786
3273,110251,1.161008
3274,110254,0.670843
3275,110258,1.273823
3276,110273,1.322848
3277,110287,0.479987
3278,110292,0.545598
3279,110296,0.517869
3280,110301,0.608522
3281,110318,0.675175
3282,110330,0.476038
3283,110331,1.331879
3284,110352,1.130299
3285,110353,0.936451
3286,110359,1.398774
3287,110362,0.668015
3288,110365,0.651627
3289,110383,0.653203
3290,110391,0.561391
3291,110399,0.332782
3292,110409,1.496619
3293,110413,1.031021
3294,110418,1.300785
3295,110419,0.660515
3296,110425,1.293352
3297,110429,0.389
3298,110432,1.231709
3299,110437,1.358421
3300,110440,1.336993
3301,110441,0.936796
3302,110450,0.667591
3303,110459,0.707522
3304,110464,0.435901
3305,110485,1.300031
3306,110486,1.07625
3307,110498,1.217225
3308,110515,0.774862
3309,110520,1.124533
3310,110532,1.426885
3311,110533,1.191242
3312,110544,0.834145
3313,110545,1.457818
3314,110552,0.744393
3315,110559,1.435688
3316,110570,0.664636
3317,110575,0.382054
3318,110580,1.430406
3319,110594,1.085351
3320,110598,0.980399
3321,110600,0.960314
3322,110604,1.110352
3323,110610,1.31537
3324,110612,0.44198
3325,110614,0.852585
3326,110625,1.484517
3327,110631,1.217055
3328,110632,1.223612
3329,110656,0.686415
3330,110669,1.042049
3331,110673,1.229687
3332,110674,0.380591
3333,110687,0.486977
3334,110692,0.525861
3335,110693,0.761762
3336,110699,1.01524
3337,110704,1.464286
3338,110726,1.16901
3339,110729,0.766469
3340,110758,0.477289
3341,110792,0.482606
3342,110809,0.770781
3343,110817,0.904173
3344,110818,1.149
3345,110831,0.919742
3346,110836,0.638257
3347,110841,1.336895
3348,110843,0.806076
3349,110849,1.323576
3350,110856,0.559052
3351,110895,1.353992
3352,110901,1.205305
3353,110903,0.60922
3354,110933,0.982166
3355,110943,1.034787
3356,110944,1.317694
3357,110949,1.229656
3358,110950,0.83547
3359,110951,1.423287
3360,110955,1.452692
3361,110957,1.068404
3362,110965,0.380557
3363,110980,0.60553
3364,110998,0.608052
3365,111007,1.257673
3366,111018,1.187669
3367,111020,0.429445
3368,111044,0.845212
3369,111049,0.619022
3370,111064,0.599287
3371,111066,1.448373
3372,111084,0.85
3373,111091,0.634687
3374,111103,0.664509
3375,111104,0.988798
3376,111125,0.883341
3377,111138,1.483763
3378,111156,0.605297
3379,111158,0.781329
3380,111162,0.706491
3381,111176,0.862866
3382,111183,0.639413
3383,111191,1.243757
3384,111197,0.955593
3385,111200,0.91469
3386,111202,0.835143
3387,111208,0.848553
3388,111209,1.460441
3389,111213,0.628302
3390,111230,1.065389
3391,111234,0.670906
3392,111250,1.279669
3393,111251,1.310628
3394,111264,0.334213
3395,111273,0.349565
3396,111274,0.328811
3397,111275,0.591776
3398,111277,0.88928
3399,111296,0.551914
3400,111305,0.375169
3401,111308,0.922169
3402,111310,0.412212
3403,111311,0.881212
3404,111320,1.193867
3405,111328,1.25985
3406,111338,1.032956
3407,111349,1.391216
3408,111381,1.117577
3409,111393,0.485175
3410,111400,1.484213
3411,111423,0.442552
3412,111435,0.372691
3413,111436,0.877741
3414,111450,1.311711
3415,111451,1.327161
3416,111453,1.343357
3417,111470,0.392137
3418,111472,0.653029
3419,111477,0.621039
3420,111482,1.130056
3421,111489,0.691375
3422,111496,0.989143
3423,111503,1.079883
3424,111505,0.713994
3425,111517,1.394387
3426,111526,1.203464
3427,111547,0.586247
3428,111569,0.716075
3429,111571,0.709416
3430,111579,1.450869
3431,111595,1.018564
3432,111598,1.352095
3433,111619,0.363139
3434,111620,0.421873
3435,111624,1.0582
3436,111627,1.110517
3437,111629,0.915235
3438,111630,0.621552
3439,111637,1.203491
3440,111644,0.861711
3441,111647,1.205094
3442,111648,0.726404
3443,111655,1.269812
3444,111701,0.368745
3445,111717,1.073488
3446,111718,0.71805
3447,111720,0.418897
3448,111728,0.639654
3449,111747,1.285621
3450,111751,1.151242
3451,111757,0.305773
3452,111773,1.202927
3453,111777,1.423437
3454,111778,0.466043
3455,111795,0.61106
3456,111814,1.382667
3457,111819,0.99668
3458,111823,0.962113
3459,111827,1.197507
3460,111828,0.822193
3461,111847,1.040963
3462,111852,0.834467
3463,111855,1.058057
3464,111859,0.921139
3465,111860,0.803217
3466,111866,0.546158
3467,111876,0.504482
3468,111899,1.057725
3469,111900,1.330587
3470,111914,0.697642
3471,111915,0.43619
3472,111926,0.844916
3473,111944,1.366508
3474,111951,1.34475
3475,111952,1.427825
3476,111953,0.72782
3477,111958,0.989188
3478,111967,0.511543
3479,111972,1.121758
3480,111997,1.283672
3481,112004,0.5083
3482,112010,1.462146
3483,112022,1.239088
3484,112025,0.833579
3485,112032,1.027363
3486,112044,0.791571
3487,112066,1.029451
3488,112084,1.386874
3489,112085,0.417442
3490,112108,0.332863
3491,112109,0.302825
3492,112110,0.588335
3493,112132,1.458732
3494,112141,1.076435
3495,112158,0.751909
3496,112161,1.463931
3497,112163,1.465656
3498,112170,0.344864
3499,112174,0.422323
3500,112181,0.846199
3501,112196,1.19539
3502,112205,0.955071
3503,112211,0.531149
3504,112226,1.336691
3505,112282,1.140044
3506,112305,0.765726
3507,112309,0.541132
3508,112322,0.764059
3509,112339,1.283005
3510,112349,0.759431
3511,112357,0.586751
3512,112363,0.519018
3513,112368,0.603054
3514,112373,1.429886
3515,112380,1.352416
3516,112394,1.009212
3517,112413,0.791553
3518,112418,1.453196
3519,112424,0.514204
3520,112427,0.845197
3521,112436,1.06885
3522,112437,1.125784
3523,112443,0.416734
3524,112447,0.520874
3525,112450,0.818522
3526,112470,0.92431
3527,112486,0.382943
3528,112492,1.033823
3529,112501,1.173234
3530,112511,1.31979
3531,112527,1.011686
3532,112547,0.452944
3533,112557,1.186713
3534,112564,0.331213
3535,112585,1.367446
3536,112598,1.499149
3537,112601,1.061729
3538,112607,0.361042
3539,112615,0.671723
3540,112626,1.433282
3541,112651,1.114161
3542,112652,1.483402
3543,112664,1.438377
3544,112670,1.007095
3545,112673,1.252264
3546,112683,0.705426
3547,112685,1.493126
3548,112695,1.227295
3549,112704,0.451133
3550,112735,1.078654
3551,112764,0.329126
3552,112767,0.895782
3553,112779,0.517029
3554,112803,1.05737
3555,112820,0.894477
3556,112822,0.777029
3557,112828,0.91314
3558,112835,0.506405
3559,112843,0.613466
3560,112845,0.725108
3561,112864,1.183374
3562,112880,0.878783
3563,112896,0.456476
3564,112900,1.046831
3565,112907,0.325876
3566,112920,0.731805
3567,112929,0.885484
3568,112930,1.07038
3569,112936,0.93452
3570,112961,1.454822
3571,112970,0.388604
3572,112979,0.844262
3573,112984,1.29894
3574,112987,1.015279
3575,112988,0.701709
3576,112992,1.078809
3577,112993,0.966348
3578,112996,0.601815
3579,113019,1.192112
3580,113033,1.299783
3581,113037,1.282049
3582,113048,0.491773
3583,113055,1.294387
3584,113064,1.377537
3585,113068,1.006294
3586,113075,1.289897
3587,113078,0.748948
3588,113087,0.830574
3589,113089,0.395164
3590,113093,0.64373
3591,113108,0.801539
3592,113109,0.717084
3593,113118,0.827786
3594,113119,0.532288
3595,113129,1.121637
3596,113131,0.76672
3597,113140,0.64864
3598,113141,1.102688
3599,113156,0.484441
3600,113166,0.981993
3601,113167,1.388318
3602,113173,0.385212
3603,113174,0.96862
3604,113179,1.122844
3605,113185,1.486534
3606,113189,1.271019
3607,113197,0.52143
3608,113203,0.765207
3609,113206,0.848526
3610,113210,1.231181
3611,113225,0.511382
3612,113252,1.313939
3613,113256,0.465397
3614,113259,0.911994
3615,113260,0.723403
3616,113272,1.358766
3617,113273,0.771404
3618,113292,0.734796
3619,113297,0.560553
3620,113306,0.35458
3621,113309,0.316902
3622,113310,1.428457
3623,113311,0.641183
3624,113312,1.418954
3625,113336,1.427839
3626,113347,1.43709
3627,113356,0.560833
3628,113363,0.423511
3629,113366,0.76476
3630,113367,1.372616
3631,113371,1.161561
3632,113373,0.734797
3633,113377,1.427559
3634,113391,1.384169
3635,113418,1.288298
3636,113436,1.202617
3637,113446,0.887267
3638,113448,1.431655
3639,113450,0.300835
3640,113451,0.386544
3641,113471,1.152249
3642,113472,0.548817
3643,113473,0.466459
3644,113478,1.210422
3645,113491,0.61797
3646,113508,0.747636
3647,113511,1.248572
3648,113531,0.653142
3649,113546,0.686253
3650,113550,1.189726
3651,113560,0.35732
3652,113570,0.889424
3653,113575,1.064133
3654,113578,1.341252
3655,113585,1.222841
3656,113587,0.487613
3657,113591,1.159814
3658,113594,1.053423
3659,113596,1.184036
3660,113601,0.96741
3661,113604,0.622235
3662,113608,0.972479
3663,113621,1.10419
3664,113651,0.624932
3665,113659,1.070272
3666,113667,0.300783
3667,113669,0.475707
3668,113680,0.717949
3669,113681,0.699165
3670,113692,0.957864
3671,113694,0.824564
3672,113704,0.701502
3673,113707,0.608123
3674,113720,1.461139
3675,113739,0.88493
3676,113741,0.379523
3677,113748,1.239579
3678,113762,0.42299
3679,113764,0.650482
3680,113774,0.358683
3681,113780,0.428892
3682,113790,0.398375
3683,113800,1.178717
3684,113833,1.442307
3685,113835,1.453824
3686,113851,0.717404
3687,113867,0.949171
3688,113871,1.210518
3689,113875,0.595656
3690,113878,0.636556
3691,113881,0.535662
3692,113883,1.041193
3693,113904,0.497552
3694,113916,1.309925
3695,113918,1.107954
3696,113954,0.696985
3697,113964,0.94027
3698,113969,0.854784
3699,113978,1.319959
3700,113982,1.467385
3701,113989,1.433196
3702,114003,0.96784
3703,114006,0.44746
3704,114032,0.387945
3705,114035,0.983775
3706,114060,1.165916
3707,114061,0.601427
3708,114068,0.837014
3709,114072,1.014596
3710,114077,1.253769
3711,114107,0.5751
3712,114126,0.534753
3713,114128,0.825828
3714,114129,1.082704
3715,114138,1.345065
3716,114166,0.986045
3717,114182,0.930543
3718,114200,0.375983
3719,114207,0.756562
3720,114209,0.796883
3721,114224,1.356334
3722,114228,0.547613
3723,114231,0.316094
3724,114249,0.819144
3725,114257,1.488837
3726,114278,1.065393
3727,114291,1.069411
3728,114295,0.338907
3729,114306,1.485813
3730,114316,1.470819
3731,114323,1.383248
3732,114329,1.192834
3733,114332,0.794188
3734,114359,0.458575
3735,114361,0.608381
3736,114383,0.43545
3737,114395,1.150739
3738,114411,0.635393
3739,114414,1.16097
3740,114424,1.27279
3741,114427,0.369904
3742,114435,0.522734
3743,114471,0.642808
3744,114472,1.367137
3745,114486,0.817425
3746,114490,1.356228
3747,114499,1.024217
3748,114501,0.554408
3749,114514,1.265525
3750,114518,0.920291
3751,114523,1.175637
3752,114535,1.217855
3753,114539,1.238155
3754,114550,1.132842
3755,114561,1.315535
3756,114563,0.519975
3757,114574,0.406716
3758,114576,0.825576
3759,114577,1.287157
3760,114588,1.370452
3761,114589,0.827611
3762,114591,0.577408
3763,114600,1.169656
3764,114610,0.952453
3765,114612,0.901114
3766,114617,1.158181
3767,114620,0.868332
3768,114626,1.169865
3769,114629,1.01122
3770,114647,0.907331
3771,114670,0.371467
3772,114689,0.866325
3773,114693,1.177357
3774,114697,0.512517
3775,114717,1.172043
3776,114721,1.284077
3777,114724,1.172392
3778,114734,1.222832
3779,114736,0.941219
3780,114742,1.243451
3781,114753,0.861867
3782,114755,1.239946
3783,114763,1.216559
3784,114766,1.404314
3785,114773,0.452743
3786,114805,0.915039
3787,114808,0.444656
3788,114819,1.34662
3789,114826,0.708258
3790,114829,1.450781
3791,114858,0.817753
3792,114865,1.386818
3793,114868,1.103683
3794,114879,1.016484
3795,114880,0.303714
3796,114889,0.905659
3797,114893,1.455784
3798,114906,1.288137
3799,114927,0.740977
3800,114955,1.43327
3801,114969,1.25502
3802,115007,1.498145
3803,115020,0.475522
3804,115026,0.988052
3805,115029,0.380222
3806,115037,0.418479
3807,115050,1.384818
3808,115056,1.003746
3809,115059,1.3757
3810,115062,0.384911
3811,115064,0.648583
3812,115087,1.044753
3813,115107,1.269522
3814,115108,1.209149
3815,115117,0.81187
3816,115132,0.764444
3817,115141,0.572416
3818,115150,1.340792
3819,115154,0.877614
3820,115155,0.71876
3821,115177,1.34645
3822,115180,0.773878
3823,115219,0.773721
3824,115227,1.010984
3825,115231,1.061705
3826,115234,1.496884
3827,115236,1.016142
3828,115240,1.480967
3829,115242,1.098892
3830,115248,1.056863
3831,115256,1.38878
3832,115258,1.194991
3833,115277,1.35111
3834,115285,0.937844
3835,115286,1.165994
3836,115287,0.357187
3837,115300,1.265914
3838,115301,1.360122
3839,115304,0.57692
3840,115305,0.523636
3841,115306,0.847446
3842,115310,0.80459
3843,115325,1.392192
3844,115328,0.622911
3845,115336,1.362372
3846,115337,1.264409
3847,115342,0.5061
3848,115345,0.486303
3849,115355,1.401696
3850,115369,1.081367
3851,115374,0.74034
3852,115391,1.484299
3853,115403,0.421289
3854,115405,0.530075
3855,115419,0.971121
3856,115420,0.920275
3857,115423,0.559376
3858,115439,0.494296
3859,115451,0.891128
3860,115467,0.820593
3861,115471,1.073052
3862,115499,0.854878
3863,115509,0.819654
3864,115521,0.464715
3865,115524,1.188934
3866,115530,0.760619
3867,115532,1.181053
3868,115544,0.734082
3869,115574,1.369928
3870,115577,1.44887
3871,115582,0.649572
3872,115587,0.928669
3873,115590,0.978792
3874,115599,1.363033
3875,115600,0.9709
3876,115605,0.770079
3877,115617,0.760973
3878,115629,1.047302
3879,115631,0.435729
3880,115646,0.344176
3881,115655,0.862036
3882,115658,1.278089
3883,115659,1.415149
3884,115660,0.52618
3885,115670,1.329652
3886,115684,0.37594
3887,115686,0.982334
3888,115687,0.451632
3889,115694,1.027446
3890,115696,0.344708
3891,115744,1.083706
3892,115747,1.364062
3893,115750,0.727144
3894,115751,0.744995
3895,115764,0.533796
3896,115790,1.386627
3897,115799,0.807261
3898,115801,1.029697
3899,115808,0.854444
3900,115812,1.321729
3901,115829,1.024595
3902,115837,0.357154
3903,115839,1.344744
3904,115842,1.242667
3905,115847,0.705244
3906,115852,1.187157
3907,115869,0.617076
3908,115895,1.197394
3909,115899,0.886517
3910,115900,0.306555
3911,115902,0.975944
3912,115904,1.120725
3913,115905,0.562062
3914,115917,0.928188
3915,115929,0.65544
3916,115935,1.33626
3917,115950,0.946071
3918,115961,1.325839
3919,115964,1.129765
3920,115984,0.997223
3921,116027,1.257599
3922,116033,1.320138
3923,116034,0.482197
3924,116046,1.433894
3925,116057,0.644702
3926,116070,0.625399
3927,116075,1.223316
3928,116081,1.348248
3929,116083,0.540076
3930,116108,1.046453
3931,116129,1.286521
3932,116130,0.739302
3933,116132,1.440054
3934,116141,1.469585
3935,116149,0.931822
3936,116150,0.9576
3937,116154,1.089036
3938,116161,0.941094
3939,116172,1.35506
3940,116198,1.138089
3941,116201,1.294351
3942,116202,1.34542
3943,116207,0.521648
3944,116209,0.498538
3945,116225,0.546115
3946,116228,0.535631
3947,116243,0.997678
3948,116249,1.447489
3949,116256,0.901438
3950,116269,0.947838
3951,116272,1.063329
3952,116292,1.491074
3953,116296,0.484666
3954,116311,0.673213
3955,116314,0.894768
3956,116326,0.913429
3957,116329,0.640734
3958,116346,0.591687
3959,116348,1.164045
3960,116361,1.405375
3961,116380,0.534542
3962,116388,0.433214
3963,116389,0.326548
3964,116400,0.343875
3965,116409,0.335715
3966,116432,0.55789
3967,116438,0.895643
3968,116439,1.290639
3969,116440,1.043022
3970,116443,0.754082
3971,116446,0.637694
3972,116448,0.408209
3973,116450,0.735821
3974,116465,1.123906
3975,116490,0.476404
3976,116498,1.319268
3977,116504,0.944196
3978,116516,1.49369
3979,116522,0.387361
3980,116525,0.484297
3981,116527,0.379414
3982,116530,0.818852
3983,116537,0.903546
3984,116541,1.46045
3985,116565,0.473331
3986,116575,1.33209
3987,116577,1.052752
3988,116579,0.530909
3989,116592,0.939107
3990,116593,1.091099
3991,116607,0.926935
3992,116628,1.39655
3993,116633,0.366777
3994,116634,1.440792
3995,116636,1.071069
3996,116638,0.998434
3997,116641,1.390584
3998,116644,0.37877
3999,116645,1.067423
4000,116650,0.46896
4001,116656,1.227732
4002,116659,0.941314
4003,116662,0.946602
4004,116665,0.721371
4005,116674,1.320982
4006,116680,0.827304
4007,116684,1.055129
4008,116687,0.45171
4009,116688,0.471763
4010,116692,1.237648
4011,116693,1.185491
4012,116708,0.92614
4013,116712,0.750754
4014,116713,1.049805
4015,116723,1.259264
4016,116730,0.469879
4017,116735,0.876678
4018,116761,1.407193
4019,116769,0.706019
4020,116774,1.064492
4021,116779,0.438406
4022,116794,0.649402
4023,116795,1.318975
4024,116803,0.449472
4025,116811,0.763587
4026,116821,0.563828
4027,116842,0.88832
4028,116875,0.871679
4029,116876,1.148665
4030,116889,0.853258
4031,116897,0.66644
4032,116898,0.869983
4033,116899,0.489078
4034,116904,0.979803
4035,116948,0.460028
4036,116951,0.956768
4037,116960,0.969797
4038,116968,0.402006
4039,116973,1.030796
4040,116984,1.469457
4041,116992,1.04365
4042,116998,0.50909
4043,117013,0.674982
4044,117014,0.701367
4045,117026,0.694283
4046,117037,0.565539
4047,117043,1.434443
4048,117046,0.763865
4049,117061,1.372245
4050,117068,1.382649
4051,117070,0.680366
4052,117076,1.071553
4053,117081,1.481513
4054,117108,0.772848
4055,117109,0.70838
4056,117111,1.088323
4057,117112,0.314435
4058,117119,0.858085
4059,117124,1.153184
4060,117125,1.371072
4061,117127,0.559757
4062,117132,0.582857
4063,117142,0.786173
4064,117146,1.214517
4065,117150,0.63114
4066,117159,1.199942
4067,117161,0.49088
4068,117168,0.942821
4069,117176,0.393614
4070,117178,0.549326
4071,117182,1.239115
4072,117191,1.427567
4073,117215,0.589609
4074,117218,1.261871
4075,117235,0.432517
4076,117243,0.469566
4077,117247,0.750114
4078,117270,0.445679
4079,117273,1.386969
4080,117277,0.78403
4081,117279,1.147052
4082,117284,0.900606
4083,117285,0.367122
4084,117291,0.531404
4085,117295,1.062731
4086,117309,0.452649
4087,117314,0.895589
4088,117315,1.477334
4089,117318,0.770021
4090,117319,0.303851
4091,117322,0.882647
4092,117346,1.206369
4093,117363,0.739755
4094,117387,0.543777
4095,117395,1.306401
4096,117398,1.008137
4097,117407,0.651112
4098,117409,1.118042
4099,117442,1.391722
4100,117445,1.100184
4101,117457,0.991142
4102,117459,0.619438
4103,117471,0.628289
4104,117472,0.480476
4105,117473,0.570692
4106,117493,1.250313
4107,117506,0.549049
4108,117519,1.472835
4109,117520,0.363347
4110,117524,0.87837
4111,117529,1.360444
4112,117536,1.033133
4113,117537,1.416807
4114,117554,0.369313
4115,117564,1.271217
4116,117577,0.545417
4117,117590,1.236336
4118,117600,0.906729
4119,117601,0.563994
4120,117603,0.309143
4121,117606,1.011083
4122,117616,0.423571
4123,117617,0.460063
4124,117620,1.379185
4125,117624,0.798805
4126,117629,0.543676
4127,117630,1.057098
4128,117681,0.338834
4129,117683,0.587896
4130,117689,1.372909
4131,117696,0.852926
4132,117702,0.822252
4133,117713,0.776388
4134,117715,1.328416
4135,117724,1.256903
4136,117737,1.281635
4137,117748,0.349499
4138,117762,0.731773
4139,117764,1.033915
4140,117769,0.708358
4141,117779,1.363305
4142,117783,1.336036
4143,117794,0.948903
4144,117796,1.307661
4145,117811,0.663937
4146,117812,0.797813
4147,117822,0.321152
4148,117825,1.371212
4149,117850,1.340865
4150,117851,1.443019
4151,117857,1.228313
4152,117875,0.800694
4153,117876,0.872428
4154,117879,0.995271
4155,117881,1.095111
4156,117892,1.245108
4157,117898,1.011528
4158,117908,1.273642
4159,117913,0.356932
4160,117917,1.230471
4161,117932,0.376473
4162,117949,0.335877
4163,117966,1.291575
4164,117973,0.549532
4165,117976,0.463011
4166,117982,1.327578
4167,117983,1.137936
4168,117995,1.449199
4169,117999,1.203906
4170,118004,0.635885
4171,118011,0.470571
4172,118021,1.404609
4173,118027,0.757011
4174,118035,0.711686
4175,118042,0.508222
4176,118049,1.383332
4177,118051,0.716758
4178,118052,0.411997
4179,118058,1.414458
4180,118060,1.235174
4181,118062,1.285397
4182,118068,0.768746
4183,118078,0.362396
4184,118088,0.311494
4185,118089,0.721933
4186,118114,1.479706
4187,118121,1.030042
4188,118124,0.831719
4189,118125,0.61262
4190,118126,0.639888
4191,118127,0.925572
4192,118131,0.601516
4193,118137,0.900301
4194,118149,1.215903
4195,118157,0.494949
4196,118162,0.476849
4197,118186,0.693554
4198,118191,0.415703
4199,118196,1.246721
4200,118199,1.096619
4201,118201,1.204063
4202,118204,1.288931
4203,118210,0.510774
4204,118211,0.889622
4205,118215,0.760772
4206,118222,0.771861
4207,118236,0.486011
4208,118238,0.408967
4209,118244,1.422628
4210,118245,0.692225
4211,118250,0.983301
4212,118261,1.330368
4213,118263,1.371469
4214,118270,0.513776
4215,118271,0.763064
4216,118276,1.041494
4217,118280,0.863652
4218,118285,1.320449
4219,118294,0.789134
4220,118299,1.354176
4221,118312,0.750839
4222,118318,0.969494
4223,118332,0.89783
4224,118343,1.402552
4225,118344,0.485263
4226,118346,0.984091
4227,118361,1.43004
4228,118373,1.306439
4229,118377,0.573941
4230,118386,0.619101
4231,118387,0.627741
4232,118390,0.548088
4233,118402,0.971619
4234,118406,0.998526
4235,118408,1.461647
4236,118409,0.455757
4237,118427,1.286609
4238,118429,1.284277
4239,118435,0.765487
4240,118451,0.809212
4241,118454,0.577575
4242,118463,0.434048
4243,118466,1.379122
4244,118471,0.7367
4245,118478,1.480748
4246,118481,0.994687
4247,118514,0.589264
4248,118529,0.712793
4249,118536,1.332734
4250,118537,0.870058
4251,118546,1.11107
4252,118552,1.117977
4253,118553,1.345032
4254,118554,1.027588
4255,118556,1.209023
4256,118563,1.490781
4257,118572,0.883674
4258,118578,0.666249
4259,118588,0.98403
4260,118591,1.373313
4261,118596,0.495166
4262,118599,1.121799
4263,118603,1.096716
4264,118610,1.114967
4265,118627,0.828298
4266,118636,0.383812
4267,118640,1.057799
4268,118643,1.395184
4269,118645,0.391465
4270,118664,1.200865
4271,118681,1.487054
4272,118705,1.200421
4273,118711,0.860236
4274,118726,1.172881
4275,118742,1.408522
4276,118747,1.411823
4277,118751,0.639965
4278,118753,1.136199
4279,118756,1.154307
4280,118758,1.048708
4281,118763,0.996379
4282,118766,0.812565
4283,118777,0.711216
4284,118793,0.554865
4285,118812,0.524957
4286,118814,0.506413
4287,118820,0.546558
4288,118828,0.365192
4289,118832,1.493931
4290,118842,1.117877
4291,118846,0.616768
4292,118848,1.117804
4293,118850,1.26845
4294,118852,0.910462
4295,118853,1.218091
4296,118857,1.128251
4297,118864,0.828001
4298,118876,0.402501
4299,118879,1.426872
4300,118882,0.355953
4301,118886,1.26373
4302,118895,1.232105
4303,118902,1.384828
4304,118918,1.241496
4305,118934,0.989066
4306,118942,1.280102
4307,118948,0.904097
4308,118956,0.49274
4309,118983,0.775934
4310,118993,1.356125
4311,118996,0.804025
4312,118997,1.473604
4313,119002,0.959813
4314,119014,1.335905
4315,119021,1.061586
4316,119022,1.451298
4317,119027,0.925143
4318,119038,0.821376
4319,119045,1.150514
4320,119047,0.354447
4321,119052,0.752276
4322,119067,1.076305
4323,119073,0.466474
4324,119083,1.232468
4325,119084,1.424011
4326,119105,0.706387
4327,119109,0.527554
4328,119123,0.32622
4329,119126,0.36003
4330,119132,1.335821
4331,119136,1.009393
4332,119137,0.917695
4333,119139,0.631694
4334,119143,0.999991
4335,119147,0.752733
4336,119173,0.491347
4337,119176,1.475273
4338,119186,1.018526
4339,119200,0.959214
4340,119216,1.164999
4341,119233,1.095313
4342,119254,0.681217
4343,119264,1.430318
4344,119267,0.920248
4345,119291,0.795219
4346,119301,0.489559
4347,119303,1.385209
4348,119306,1.120158
4349,119314,0.910433
4350,119320,0.62786
4351,119325,0.952339
4352,119327,1.41086
4353,119340,0.805511
4354,119353,1.273306
4355,119357,0.445206
4356,119365,0.488547
4357,119368,1.241733
4358,119373,0.724471
4359,119374,1.217313
4360,119400,0.781431
4361,119409,0.992566
4362,119417,1.308086
4363,119422,0.343357
4364,119423,0.311434
4365,119446,0.549345
4366,119464,1.133816
4367,119467,1.304306
4368,119468,1.206679
4369,119469,0.96897
4370,119473,0.794042
4371,119483,1.119646
4372,119492,0.59197
4373,119497,0.926044
4374,119509,0.55957
4375,119512,0.641914
4376,119513,0.448326
4377,119533,1.335687
4378,119541,0.539132
4379,119544,0.883693
4380,119546,1.000997
4381,119547,1.14512
4382,119557,1.415415
4383,119558,0.852402
4384,119560,0.42392
4385,119561,1.300096
4386,119568,0.64911
4387,119570,0.60727
4388,119571,0.359886
4389,119584,0.752312
4390,119591,1.280096
4391,119600,0.930663
4392,119609,0.327673
4393,119620,1.246073
4394,119624,0.349751
4395,119625,0.969268
4396,119632,0.903517
4397,119642,0.971666
4398,119660,0.414545
4399,119669,1.267536
4400,119718,1.364257
4401,119721,0.558924
4402,119724,1.079027
4403,119732,0.938336
4404,119733,0.4187
4405,119738,0.376243
4406,119743,0.733185
4407,119755,1.411558
4408,119756,0.344239
4409,119759,1.410987
4410,119764,0.364611
4411,119767,0.359214
4412,119770,0.553609
4413,119771,1.068769
4414,119775,1.353362
4415,119788,0.58673
4416,119791,0.754858
4417,119805,1.350356
4418,119808,0.462096
4419,119811,0.771462
4420,119814,0.376891
4421,119817,0.980975
4422,119820,1.208834
4423,119831,1.07407
4424,119832,0.713935
4425,119843,1.092524
4426,119861,0.709392
4427,119863,0.663228
4428,119868,1.220434
4429,119889,0.604395
4430,119894,0.870936
4431,119909,0.851927
4432,119930,0.697105
4433,119960,0.414567
4434,119963,0.755537
4435,119964,1.139591
4436,119971,1.197475
4437,119976,1.2312
4438,119988,0.509418
4439,119989,0.373134
4440,120004,0.663207
4441,120016,1.385201
4442,120024,1.242471
4443,120025,1.477849
4444,120027,0.422419
4445,120032,0.337453
4446,120045,1.196146
4447,120048,1.376551
4448,120049,1.344955
4449,120051,0.523357
4450,120055,0.571548
4451,120059,0.909881
4452,120073,0.901583
4453,120074,1.030495
4454,120090,0.946806
4455,120098,1.008663
4456,120106,1.094611
4457,120144,0.570755
4458,120146,0.456999
4459,120154,0.92878
4460,120155,1.324373
4461,120194,0.80637
4462,120203,0.373122
4463,120209,0.735901
4464,120242,0.540863
4465,120256,1.292115
4466,120267,1.091275
4467,120270,1.209731
4468,120271,0.960516
4469,120282,0.667131
4470,120286,1.220595
4471,120290,0.885835
4472,120293,0.9032
4473,120315,0.977434
4474,120345,0.370101
4475,120357,1.168964
4476,120360,1.358476
4477,120377,1.132377
4478,120381,0.533133
4479,120407,0.391984
4480,120419,1.139395
4481,120435,1.338502
4482,120452,0.888358
4483,120462,0.704908
4484,120471,0.707955
4485,120480,1.175127
4486,120485,1.45225
4487,120489,0.319011
4488,120490,1.429347
4489,120504,0.448443
4490,120523,0.520402
4491,120535,1.276266
4492,120536,0.869419
4493,120540,0.811082
4494,120550,0.454885
4495,120551,1.3603
4496,120552,1.367629
4497,120561,1.40351
4498,120563,0.462385
4499,120576,0.905945
4500,120578,1.451192
4501,120585,1.119477
4502,120594,0.764087
4503,120607,1.295048
4504,120608,0.846808
4505,120613,1.400712
4506,120619,0.66981
4507,120620,1.236779
4508,120632,1.370583
4509,120633,1.443265
4510,120641,1.305181
4511,120662,1.344688
4512,120673,0.470008
4513,120674,0.890228
4514,120677,0.705052
4515,120688,0.858464
4516,120702,1.266123
4517,120703,1.330458
4518,120717,0.701976
4519,120722,1.296677
4520,120726,1.178409
4521,120736,0.856537
4522,120742,1.439733
4523,120749,1.390578
4524,120762,0.999201
4525,120765,0.547685
4526,120796,0.558563
4527,120798,1.177362
4528,120804,0.882337
4529,120817,1.281534
4530,120819,0.80969
4531,120826,0.415046
4532,120831,0.712417
4533,120836,0.981236
4534,120853,1.311802
4535,120868,0.449558
4536,120872,0.535401
4537,120875,1.419056
4538,120893,0.843463
4539,120896,0.47822
4540,120901,1.087548
